Method,Description,similarity_score,EvlScore
attributeNullableUnknown,"指示是否允许 
               NULL值是否已知。",0.8452511,0.8
icHdrMagic,ICC配置文件标题位置：icMagicNumber。,0.8565824,1.0
startElement,接收元素开头的通知。,0.7548162,1.0
importedKeyCascade,"对于列 
               UPDATE_RULE ，指示当更新主键时，外键（导入的键）被更改为与其一致。",0.8794172,1.0
getUrl,"如果它使用 
               DriverManager而不是 
               DataSource对象来建立连接，则检索此 
               RowSet对象将用于创建连接的url属性。",0.8190912,1.0
newThread,返回在给定池中运行的新工作线程。,0.8478824,1.0
icHdrVersion,ICC配置文件标题位置：格式版本号。,0.8484709,1.0
acceptEither,返回一个新的CompletionStage，当该或其他给定阶段正常完成时，将执行相应的结果作为所提供操作的参数。,0.8617505,1.0
getValue,"序列的 
               当前元素 。",0.7665392,1.0
writeToURI,"一种方便的方法，就像使用 
               LSSerializer.write调用 
               LSOutput ，没有指定编码， 
               LSOutput.systemId设置为 
               uri参数。",0.8736346,1.0
writeAsciiStream,将下一个属性作为ASCII字符流写入流中。,0.878631,1.0
executeCall,"已过时。

没有替代品",0.8156349,1.0
compact,"压缩此缓冲区 
               （可选操作） 。",0.7539503,1.0
icHdrManufacturer,ICC配置文件标题位置：设备制造商。,0.8616797,1.0
wrap,将float数组包装到缓冲区中。,0.68479943,1.0
getNCharacterStream,"以Java编程语言中 
               java.io.Reader对象的形式检索指定参数的值。",0.8695127,1.0
parameterModeInOut,常量表示参数的模式为INOUT。,0.8652295,1.0
getAttributes,获取此doc对象的打印属性集。,0.79308593,1.0
getAnnotationMirrors,"返回 
               直接出现在此构造上的注释。",0.72616255,1.0
reverseOrder,"返回一个比较器，它强加 
               自然顺序的反转。",0.85744536,1.0
setAttributeNS,添加新属性。,0.79413676,1.0
icSigRedColorantTag,ICC配置文件标记签名：'rXYZ'。,0.79468673,1.0
getTime,"以 
               java.sql.Time对象的形式检索指定的JDBC 
               TIME参数的值。",0.8044983,1.0
getType,按名称空间名称查找属性的类型。,0.8117038,1.0
setBlob,"将指定参数设置为 
               InputStream对象。",0.80017406,1.0
getSupportedAttributeCategories,确定客户端在为此打印服务设置作业时可以指定的打印属性类别。,0.8218913,0.8
getMaxRows,"检索此 
               RowSet对象可包含的最大行数。",0.84674704,1.0
handleAsync,返回一个新的CompletionStage，当该阶段正常或异常完成时，使用提供的执行程序执行，该阶段的结果和异常作为所提供函数的参数。,0.810571,1.0
wrap,将字符序列包装到缓冲区中。,0.665113,1.0
visitFloat,"访问注释中的 
               float值。",0.7992654,1.0
writeByte,将下一个属性作为Java字节写入流中。,0.8425759,1.0
setCompositionEnabled,"根据参数 
               enable的值启用或禁用此输入法进行合成。",0.7306464,0.8
getAccessibleAt,"返回表中指定行和列的 
               Accessible 。",0.8737132,1.0
getSimpleName,返回此元素的简单（非限定）名称。,0.7808126,1.0
icSigPs2CSATag,ICC配置文件标记签名：'ps2s'。,0.8172301,0.8
compact,"压缩此缓冲区 
               （可选操作） 。",0.7539503,1.0
readRowId,"从流中读取SQL 
               ROWID值并将其作为Java编程语言中的 
               RowId对象返回。",0.8664948,1.0
cancelLatestCommittedText,从文本编辑组件获取最新提交的文本，并将其从组件的文本正文中删除。,0.89261925,0.8
toString,"将此日期时间输出为 
               String ，例如 
               2007-12-03T10:15:30+01:00[Europe/Paris] 。",0.8534397,1.0
hashCode,此期间的哈希码。,0.8415226,1.0
readFloat,"从流中读取4个字节，并（概念上）根据当前字节顺序连接它们，并将结果返回为 
               float 。",0.89203984,1.0
mouseReleased,在组件上释放鼠标按钮时调用。,0.81278515,1.0
canRedo,如果可以重做此编辑，则返回true。,0.75716424,1.0
getCookies,获取cookie商店中所有未过期的cookie。,0.8500074,1.0
icSigBlueMatrixColumnTag,ICC配置文件标记签名：'bXYZ'。,0.76596344,0.8
intersects,"测试 
               Shape的内部是否与指定的 
               Rectangle2D的内部相交。",0.70197123,1.0
getValue,返回建议完成的文本。,0.821342,1.0
wrap,将char数组包装到缓冲区中。,0.6751472,1.0
isValidYear,检查年份是否适用于本月。,0.86764675,1.0
setValue,设置（或更改）要编辑的对象。,0.81907606,1.0
importedKeyInitiallyDeferred,表示可推迟性。,0.84378254,0.8
getPermissions,不推荐使用，要删除：此API元素将在以后的版本中删除。,0.78128934,1.0
setBackground,设置此对象的背景颜色。,0.66655946,1.0
invoke,处理代理实例上的方法调用并返回结果。,0.84547544,1.0
permits,确定是否为算法授予指定加密基元的权限。,0.34060323,1.0
alignedSlice,创建一个新的字节缓冲区，其内容是此缓冲区内容的共享和对齐的子序列。,0.65586084,1.0
plusYears,"返回此 
               ZonedDateTime的副本，并添加指定的年数。",0.85011065,1.0
setDate,"使用给定的 
               Calendar对象将指定参数设置为给定的 
               java.sql.Date值。",0.79558504,1.0
getAllowsChildren,如果接收者允许孩子，则返回true。,0.8936899,1.0
getPublicId,返回当前文档事件的公共标识符。,0.8253089,1.0
identity,返回始终返回其输入参数的一元运算符。,0.42570207,1.0
equals,确定两个服务是否引用相同的基础服务。,0.78658056,1.0
typeNullableUnknown,"表示不知道此数据类型是否允许 
               NULL值。",0.722175,1.0
setAsciiStream,将指定参数设置为给定输入流，该输入流将具有指定的字节数。,0.85340124,1.0
test,根据给定的参数计算此谓词。,0.4635191,1.0
getNamespaces,返回超出范围的名称空间的迭代器。,0.8491931,1.0
getTableCellRendererComponent,返回用于绘制单元格的组件。,0.7876415,0.8
isEqual,检查此日期时间的瞬间是否等于指定日期时间的瞬间。,0.81891596,1.0
toString,返回总结此缓冲区状态的字符串。,0.7876532,1.0
applyAsInt,将此运算符应用于给定的操作数。,0.7267403,1.0
insertUpdate,提供有关插入文档的通知。,0.788518,1.0
isTimeBased,检查此单位是否代表某个时间的组成部分。,0.8086804,1.0
focusLost,组件失去键盘焦点时调用。,0.616635,1.0
setContentPane,“contentPane”是应用程序特定组件的主要容器。,0.8558299,1.0
visitModule,访问模块元素。,0.84812963,1.0
clone,制作属性集的副本。,0.5992564,1.0
getGenericDeclaration,"返回表示声明此类型变量的泛型声明的 
               GenericDeclaration对象。",0.83395594,0.8
withMonth,"返回此 
               MonthDay的副本，其中年份已更改。",0.85373056,1.0
icSigDisplayClass,ICC配置文件类签名：'mntr'。,0.80229783,1.0
writeByte,"将参数 
               v的八个低位写入输出流。",0.83733386,1.0
getLineNumber,返回包含此堆栈帧表示的执行点的源行的行号。,0.8223704,1.0
openInputStream,返回此文件对象的InputStream。,0.8257854,1.0
of,"通过转换URI返回 
               Path 。",0.37073493,1.0
writeDouble,"将 
               double值写入输出流，该值由8个字节组成。",0.82378316,1.0
put,将指定的元素插入此双端队列表示的队列中（换句话说，在此双端队列的尾部），等待空间变得可用。,0.82645607,1.0
getLong,"获取此时代指定字段的值为 
               long 。",0.8120794,1.0
getPreferredScrollableViewportSize,返回视图组件的视口的首选大小。,0.774328,0.8
asFloatBuffer,将此字节缓冲区的视图创建为浮点缓冲区。,0.90816325,1.0
hashCode,返回此映射条目的哈希码值。,0.77150947,1.0
removeElement,从模型中删除项目。,0.6906131,1.0
mismatch,查找并返回此缓冲区与给定缓冲区之间第一个不匹配的相对索引。,0.71365225,1.0
getEncodedValue,检索LDAP扩展操作响应的ASN.1 BER编码值。,0.871823,1.0
setLong,"将指定参数设置为给定的Java 
               long值。",0.7905369,1.0
of,返回包含九个元素的不可修改列表。,0.3758945,1.0
parameterModeIn,常量表示参数的模式为IN。,0.81219196,1.0
setTimestamp,"使用给定的 
               java.sql.Timestamp值设置此 
               RowSet对象命令中的指定参数。",0.86965674,1.0
setNCharacterStream,"将指定参数设置为 
               Reader对象。",0.8244833,1.0
redo,重新应用编辑。,0.87317145,1.0
addChangeListener,将ChangeListener添加到模型的侦听器列表中。,0.83794224,1.0
getMouseListener,返回将添加到组合框的鼠标侦听器或null。,0.86918235,1.0
getLocalPrincipal,返回握手期间发送给对等方的主体。,0.7750393,1.0
getAnnotationType,返回此批注的类型。,0.75810766,1.0
createCDATASection,"创建一个 
               CDATASection节点，其值为指定的字符串。",0.82961047,1.0
read,"从流中读取最多 
               b.length个字节，并将它们存储在从索引0开始的 
               b 。",0.41629833,1.0
uis,包含真实UI的向量。,0.8188852,1.0
tableIndexClustered,表示此表索引是聚簇索引。,0.7737733,1.0
setNString,"将指定参数设置为给定的 
               String对象。",0.8187684,1.0
dropActionChanged,如果用户已修改当前放置手势，则调用。,0.8110842,1.0
hashCode,"返回此 
               RowId对象的哈希码值。",0.82911927,1.0
writeShorts,将一系列短路写入当前位置的流。,0.8142884,1.0
printFiles,当要求应用程序打印文件列表时调用。,0.7507783,1.0
openWriter,返回此文件对象的Writer。,0.7963959,1.0
tryTransfer,如果可以在超时过去之前执行此操作，则将元素传输给使用者。,0.86222625,1.0
getIconHeight,返回给定合成器上下文的图标高度。,0.8487022,1.0
getValue,返回绑定到会话的应用程序层数据中给定名称的对象。,0.83693624,1.0
getNamespaceURI,获取命名空间URI绑定到当前范围中的前缀。,0.8461188,1.0
getMidiDevice,"获得 
               MidiDevice对象，它是这个的所有者 
               Transmitter 。",0.9031297,1.0
stateChanged,当侦听器的目标已更改其状态时调用。,0.80696344,1.0
getChars,获取一系列字符并将其复制到Segment中。,0.83076394,1.0
initialize,使用DSA系列参数（p，q和g）和可选的SecureRandom位源初始化密钥对生成器。,0.79485315,1.0
getSchemaType,提供该方法用于实现以提供关于相关事件的可选类型信息。,0.8509406,1.0
parallel,返回并行的等效流。,0.6799822,1.0
getAnnotatedOwnerType,如果此类型表示嵌套类型，则返回此类型所属的潜在注释类型。,0.78057534,0.8
thumbnailProgress,"报告相关 
               ImageReader内当前 
               getThumbnail电话的大致完成程度。",0.75280946,1.0
startPrefixMapping,开始前缀-URI名称空间映射的范围。,0.79791933,1.0
firstEntry,"返回与此映射中的最小键关联的键 - 值映射，如果映射为空，则 
               null 。",0.7666193,1.0
free,此方法关闭此对象并释放它所拥有的资源。,0.7475476,1.0
equals,判断此缓冲区是否等于另一个对象。,0.80404013,1.0
read,尝试将字符读入指定的字符缓冲区。,0.40254164,1.0
getSystemId,返回XML数据的系统ID,0.8274013,1.0
getBounds2D,返回已过滤目标图像的边界框。,0.84795034,0.8
contains,检查指定的点是否在此对象的边界内，其中点的x和y坐标定义为相对于对象的坐标系。,0.44723222,1.0
